Lesson ID,Lesson Title,Lesson Category,Block Order,Block Type,Ol Chiki,Latin,Audio URL,Image URL,Emotion,Story Arc,Growth Value,Character Goal,Image Direction,Body Language,Learning Moment
lesson_sentences_folk_2,Cultural Proverbs & Wisdom II,cat_sentences_1778594024495,2,text,ᱥᱟᱹᱜᱩᱱ ᱥᱟᱠᱟᱢ ᱛᱮ ᱟᱹᱛᱩ ᱦᱚᱲ ᱠᱚ ᱱᱟᱶᱟ ᱥᱟᱹᱜᱩᱱ ᱠᱚ ᱧᱟᱢᱟ,"Sagun sakam te atu hor ko nawa sagun ko njama – Through the auspicious leaf, the villagers receive new good omens.",,,Gratitude,Dreaming Big,Problem Solving,Create something useful,"Olitun collecting fallen autumn leaves in a basket, helping to clean the yard with a smile. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_folk_2,Cultural Proverbs & Wisdom II,cat_sentences_1778594024495,3,text,ᱢᱟᱹᱱᱢᱤ ᱜᱮᱭᱟᱱ ᱛᱮ ᱱᱚᱶᱟ ᱫᱷᱟᱹᱨᱛᱤ ᱟᱹᱰᱤ ᱱᱟᱯᱟᱭ ᱛᱮ ᱪᱟᱞᱟᱜ ᱠᱟᱱᱟ,"Manmi geyan te nowa dharti adi napay te chalag kana – With human wisdom, this earth functions very beautifully.",,,Pride,Dreaming Big,Leadership,Teach others,"a young Santhal child classmate holding a handful of rich, dark soil, ready to plant seeds, looking hopeful and proud. Show only the speaking character, never show both speakers in the same frame.","Standing proud and tall, head high, shoulders back, holding cultural artifacts or projects.","a young Santhal child classmate celebrating cultural identity, heritage, and personal achievements."
lesson_sentences_folk_2,Cultural Proverbs & Wisdom II,cat_sentences_1778594024495,4,text,ᱜᱚᱡ ᱜᱤᱰᱤ ᱞᱮᱠᱟ ᱵᱟᱹᱲᱤᱡ ᱠᱟᱛᱷᱟ ᱫᱚ ᱢᱚᱱᱮ ᱠᱷᱚᱱ ᱜᱤᱰᱤ ᱠᱟᱜ ᱢᱮ,Goj gidi leka barij katha do mone khon gidi kag me – Throw away bad thoughts from the heart like discarded waste.,,,Achievement,Exploring Nature,Creativity,Teach others,"Olitun stands with hands on hips, looking out over the village from a scenic hill, representing leadership. Show only the speaking character, never show both speakers in the same frame.","Cheerful smile, hands raised in a small celebration or showing a finished project.","Olitun enjoying the reward of dedication, effort, and hard work."
lesson_sentences_folk_2,Cultural Proverbs & Wisdom II,cat_sentences_1778594024495,5,text,"ᱡᱤᱣᱤ ᱛᱚᱞ ᱠᱟᱛᱮ ᱡᱟᱦᱟᱸᱭ ᱠᱟᱹᱢᱤᱭᱟ, ᱩᱱᱤ ᱫᱚ ᱡᱤᱛᱠᱟᱹᱨ ᱜᱮᱭᱟᱭ","Jiwi tol kate jahay kamiya, uni do jitkar geyay – Whoever works with dedicated soul is victorious.",,,Gratitude,Dreaming Big,Problem Solving,Create something useful,"Olitun carefully carrying out a task, like neatly filing books or designing a wooden model. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_folk_2,Cultural Proverbs & Wisdom II,cat_sentences_1778594024495,6,text,ᱢᱚᱱᱮ ᱛᱷᱟᱹᱭ ᱠᱟᱛᱮ ᱟᱢᱟᱜ ᱜᱮᱭᱟᱱ ᱦᱚᱨ ᱨᱮ ᱞᱟᱦᱟᱜ ᱢᱮ,Mone thay kate amaak geyan hor re lahag me – Advance on your path of knowledge with a firm decision.,,,Pride,Working Together,Leadership,Solve a problem,"Olitun sits in a circle with friends around a small fire, gesturing warmly while sharing a traditional story. Show only the speaking character, never show both speakers in the same frame.","Standing proud and tall, head high, shoulders back, holding cultural artifacts or projects.","Olitun celebrating cultural identity, heritage, and personal achievements."
lesson_sentences_folk_2,Cultural Proverbs & Wisdom II,cat_sentences_1778594024495,7,text,"ᱞᱩᱴᱤ ᱡᱚᱢ ᱠᱟᱛᱮ ᱦᱚᱲ ᱟᱞᱚᱢ ᱮᱲᱮ ᱠᱚᱣᱟ, ᱥᱟᱹᱨᱤ ᱠᱟᱛᱷᱟ ᱨᱚᱲ ᱢᱮ","Luti jom kate hor alom ere kowa, sari katha ror me – Do not deceive people with false promises; speak the truth.",,,Pride,Dreaming Big,Leadership,Teach others,"a young Santhal child classmate standing tall on a hill overlooking the village, looking forward with strong resolution. Show only the speaking character, never show both speakers in the same frame.","Standing proud and tall, head high, shoulders back, holding cultural artifacts or projects.","a young Santhal child classmate celebrating cultural identity, heritage, and personal achievements."
lesson_sentences_folk_2,Cultural Proverbs & Wisdom II,cat_sentences_1778594024495,8,text,"ᱢᱩ ᱛᱮ ᱨᱟᱠᱟᱵ ᱞᱮᱠᱟ ᱨᱟᱸᱜᱟᱣ ᱫᱚ ᱢᱚᱱᱮ ᱵᱟᱹᱲᱤᱡᱟ, ᱥᱟᱱᱛ ᱛᱟᱦᱮᱸᱱ ᱢᱮ","Mu te rakab leka rangaw do mone barija, sant tahen me – Anger like flaring nostrils ruins the heart; remain calm.",,,Gratitude,Dreaming Big,Problem Solving,Create something useful,"Olitun stands with hands on hips, looking out over the village from a scenic hill, representing leadership. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_folk_2,Cultural Proverbs & Wisdom II,cat_sentences_1778594024495,9,text,"ᱫᱟᱜ ᱫᱷᱤᱨᱤ ᱞᱮᱠᱟ ᱢᱚᱱᱮ ᱫᱚ ᱟᱞᱚᱢ ᱠᱮᱴᱮᱡᱟ, ᱫᱟᱭᱟ ᱫᱚᱦᱚᱭ ᱢᱮ","Dag dhiri leka mone do alom keteja, daya dohoy me – Do not harden your heart like a wet stone; keep kindness.",,,Pride,Working Together,Leadership,Solve a problem,"a young Santhal child classmate gestures toward a village map drawn on a board, explaining a plan to classmates with confidence. Show only the speaking character, never show both speakers in the same frame.","Standing proud and tall, head high, shoulders back, holding cultural artifacts or projects.","a young Santhal child classmate celebrating cultural identity, heritage, and personal achievements."
lesson_sentences_folk_2,Cultural Proverbs & Wisdom II,cat_sentences_1778594024495,10,text,ᱵᱤᱨ ᱫᱟᱨᱮ ᱞᱮᱠᱟ ᱟᱵᱚ ᱥᱟᱱᱟᱢ ᱦᱚᱲ ᱠᱮᱴᱮᱡ ᱛᱟᱦᱮᱸᱱ ᱞᱟᱹᱠᱛᱤ ᱠᱟᱱᱟ,"Bir dare leka abo sanam hor ketej tahen lakti kana – Like forest trees, we all need to stand strong.",,,Achievement,Exploring Nature,Creativity,Teach others,"Olitun planting a young green seedling in rich soil, showing care and responsibility for nature. Show only the speaking character, never show both speakers in the same frame.","Cheerful smile, hands raised in a small celebration or showing a finished project.","Olitun enjoying the reward of dedication, effort, and hard work."
lesson_sentences_folk_2,Cultural Proverbs & Wisdom II,cat_sentences_1778594024495,11,text,"ᱦᱟᱥᱟ ᱚᱲᱟᱜ ᱨᱮ ᱛᱟᱹᱦᱮᱱ ᱨᱮᱦᱚᱸ, ᱢᱚᱱᱮ ᱫᱚ ᱥᱚᱱᱟ ᱞᱮᱠᱟ ᱫᱚᱦᱚᱭ ᱢᱮ","Hasa orag re tahen rehon, mone do sona leka dohoy me – Even though living in a mud house, keep the heart like gold.",,,Gratitude,Dreaming Big,Problem Solving,Create something useful,"a young Santhal child classmate works with rich brown clay, sculpting a small toy pot with focused, creative hands. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",a young Santhal child classmate acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_folk_2,Cultural Proverbs & Wisdom II,cat_sentences_1778594024495,12,text,ᱥᱮᱨᱢᱟ ᱤᱯᱤᱞ ᱞᱮᱠᱟ ᱟᱢᱟᱜ ᱡᱤᱣᱤ ᱫᱚ ᱥᱟᱱᱟᱢ ᱦᱚᱲ ᱜᱮᱭᱟᱱ ᱮᱢᱟ ᱠᱚᱣᱟ,"Serma ipil leka amaak jiwi do sanam hor geyan ema kowa – Like heavenly stars, let your life give knowledge to everyone.",,,Pride,Working Together,Leadership,Solve a problem,"Olitun lying on a straw mat under a clear night sky, pointing at a shooting star in wonder. Show only the speaking character, never show both speakers in the same frame.","Standing proud and tall, head high, shoulders back, holding cultural artifacts or projects.","Olitun celebrating cultural identity, heritage, and personal achievements."
lesson_sentences_folk_2,Cultural Proverbs & Wisdom II,cat_sentences_1778594024495,13,text,ᱧᱤᱫᱟᱹ ᱩᱢᱩᱞ ᱞᱮᱠᱟ ᱵᱟᱹᱲᱤᱡ ᱚᱠᱛᱚ ᱦᱚᱸ ᱢᱤᱫ ᱫᱤᱱ ᱯᱟᱨᱚᱢᱚᱜ ᱜᱮᱭᱟ,"Njida umul leka barij okto ho mid din paromog geya – Like the night shadow, bad times will also pass one day.",,,Achievement,Exploring Nature,Creativity,Teach others,"a young Santhal child classmate gestures toward a village map drawn on a board, explaining a plan to classmates with confidence. Show only the speaking character, never show both speakers in the same frame.","Cheerful smile, hands raised in a small celebration or showing a finished project.","a young Santhal child classmate enjoying the reward of dedication, effort, and hard work."
lesson_sentences_folk_2,Cultural Proverbs & Wisdom II,cat_sentences_1778594024495,14,text,ᱥᱤᱸᱜᱮ ᱥᱤᱛᱩᱝ ᱨᱮ ᱠᱟᱹᱢᱤ ᱠᱟᱛᱮ ᱦᱚᱸ ᱟᱹᱛᱩ ᱦᱚᱲ ᱫᱚ ᱠᱚ ᱞᱟᱸᱫᱟᱭᱟ,"Singe situng re kami kate hon atu hor do ko landaya – Even working in the scorching sun, the villagers laugh.",,,Gratitude,Dreaming Big,Problem Solving,Create something useful,"Olitun looking up at the warm morning sun rising over the hills, eyes filled with hope. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_folk_2,Cultural Proverbs & Wisdom II,cat_sentences_1778594024495,15,text,ᱨᱤᱢᱤᱞ ᱫᱟᱜ ᱛᱮ ᱚᱛ ᱦᱟᱥᱟ ᱫᱚ ᱟᱹᱰᱤ ᱱᱟᱯᱟᱭ ᱛᱮ ᱞᱚᱦᱚᱫᱚᱜᱼᱟ,"Rimil dag te ot hasa do adi napay te lohodoga – With cloud rain, the soil gets beautifully soaked.",,,Pride,Working Together,Leadership,Solve a problem,"a young Santhal child classmate standing under a shelter, watching fresh raindrops fall on green leaves, smiling with curiosity. Show only the speaking character, never show both speakers in the same frame.","Standing proud and tall, head high, shoulders back, holding cultural artifacts or projects.","a young Santhal child classmate celebrating cultural identity, heritage, and personal achievements."
lesson_sentences_folk_2,Cultural Proverbs & Wisdom II,cat_sentences_1778594024495,16,text,ᱦᱚᱲ ᱦᱚᱨᱢᱚ ᱨᱮ ᱥᱟᱹᱨᱤ ᱢᱚᱱᱮ ᱫᱚᱦᱚ ᱜᱮ ᱥᱟᱹᱨᱤ ᱢᱟᱹᱱᱢᱤ ᱠᱟᱱᱟ,Hor hormo re sari mone doho ge sari manmi kana – Keeping an honest heart in the human body is being a true human.,,,Achievement,Exploring Nature,Creativity,Teach others,"Olitun stands with hands on hips, looking out over the village from a scenic hill, representing leadership. Show only the speaking character, never show both speakers in the same frame.","Cheerful smile, hands raised in a small celebration or showing a finished project.","Olitun enjoying the reward of dedication, effort, and hard work."
lesson_sentences_folk_2,Cultural Proverbs & Wisdom II,cat_sentences_1778594024495,17,text,ᱥᱤᱵᱤᱞ ᱥᱟᱹᱜᱟᱹᱭ ᱛᱮ ᱟᱹᱛᱩ ᱨᱤᱱ ᱥᱟᱱᱟᱢ ᱦᱚᱲ ᱡᱩᱢᱤᱫᱽ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ,Sibil sagay te atu rin sanam hor jumid menag kowa – All the villagers are united with affectionate bonding.,,,Gratitude,Dreaming Big,Problem Solving,Create something useful,"a young Santhal child classmate gestures toward a village map drawn on a board, explaining a plan to classmates with confidence. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",a young Santhal child classmate acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_folk_2,Cultural Proverbs & Wisdom II,cat_sentences_1778594024495,18,text,ᱢᱚᱱᱮ ᱠᱮᱴᱮᱡ ᱠᱟᱛᱮ ᱟᱢᱟᱜ ᱡᱤᱣᱤ ᱨᱮᱭᱟᱜ ᱞᱟᱹᱲᱦᱟᱹᱭ ᱨᱮ ᱡᱤᱛᱠᱟᱹᱨ ᱢᱮ,Mone ketej kate amaak jiwi reyag larhay re jitkar me – Win the battle of your life with a strong mind.,,,Pride,Working Together,Leadership,Solve a problem,"Olitun sits in a circle with friends around a small fire, gesturing warmly while sharing a traditional story. Show only the speaking character, never show both speakers in the same frame.","Standing proud and tall, head high, shoulders back, holding cultural artifacts or projects.","Olitun celebrating cultural identity, heritage, and personal achievements."
lesson_sentences_folk_2,Cultural Proverbs & Wisdom II,cat_sentences_1778594024495,19,text,ᱡᱤᱣᱤ ᱨᱟᱲᱟ ᱠᱟᱛᱮ ᱥᱤᱨᱡᱚᱱᱤᱭᱟᱹ ᱥᱟᱶ ᱢᱤᱫ ᱢᱮᱱᱟᱜ ᱢᱮᱭᱟ,"Jiwi rara kate sirjoniya saw mid menag meya – With liberated soul, you are one with the Creator.",,,Achievement,Exploring Nature,Creativity,Teach others,"a young Santhal child classmate stands proudly at a crossroads in the village, pointing toward a path of opportunity. Show only the speaking character, never show both speakers in the same frame.","Cheerful smile, hands raised in a small celebration or showing a finished project.","a young Santhal child classmate enjoying the reward of dedication, effort, and hard work."
lesson_sentences_folk_2,Cultural Proverbs & Wisdom II,cat_sentences_1778594024495,20,text,ᱫᱩᱞᱟᱹᱲ ᱜᱟᱹᱰᱤ ᱞᱮᱠᱟ ᱟᱢᱟᱜ ᱡᱤᱣᱤ ᱫᱚ ᱫᱟᱭᱟ ᱛᱮ ᱯᱮᱨᱮᱡ ᱠᱟᱜ ᱢᱮ,"Dular gadi leka amaak jiwi do daya te perej kag me – Like a vehicle of love, fill your life with kindness.",,,Gratitude,Dreaming Big,Problem Solving,Create something useful,"Olitun stands with hands on hips, looking out over the village from a scenic hill, representing leadership. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_folk_2,Cultural Proverbs & Wisdom II,cat_sentences_1778594024495,21,text,ᱥᱟᱹᱨᱤ ᱜᱩᱨᱩ ᱣᱟᱜ ᱜᱮᱭᱟᱱ ᱫᱚ ᱟᱵᱚ ᱥᱟᱱᱟᱢ ᱦᱚᱲ ᱥᱟᱹᱨᱤ ᱦᱚᱨ ᱮ ᱩᱫᱩᱜ ᱟᱵᱚᱣᱟ,Sari guru waak geyan do abo sanam hor sari hor e udug abowa – The true teacher's knowledge shows all of us the path of truth.,,,Pride,Dreaming Big,Leadership,Teach others,"Olitun standing tall on a hill overlooking the village, looking forward with strong resolution. Show only the speaking character, never show both speakers in the same frame.","Standing proud and tall, head high, shoulders back, holding cultural artifacts or projects.","Olitun celebrating cultural identity, heritage, and personal achievements."
lesson_sentences_folk_2,Cultural Proverbs & Wisdom II,cat_sentences_1778594024495,22,text,ᱜᱮᱭᱟᱱ ᱫᱚᱨᱭᱟ ᱨᱮ ᱰᱩᱵᱩᱡ ᱠᱟᱛᱮ ᱥᱟᱹᱨᱤ ᱢᱟᱹᱱᱤᱠ ᱮᱢ ᱧᱟᱢ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ,"Geyan dorya re dubuj kate sari manik em njam dareyaga – By diving into the ocean of knowledge, you can find the true pearl.",,,Achievement,Exploring Nature,Creativity,Teach others,"Olitun sits in a circle with friends around a small fire, gesturing warmly while sharing a traditional story. Show only the speaking character, never show both speakers in the same frame.","Cheerful smile, hands raised in a small celebration or showing a finished project.","Olitun enjoying the reward of dedication, effort, and hard work."
lesson_sentences_folk_3,Cultural Proverbs & Wisdom III,cat_sentences_1778594024495,0,text,ᱞᱟᱠᱪᱟᱨ ᱦᱚᱨ ᱛᱮ ᱪᱟᱞᱟᱜ ᱜᱮ ᱥᱟᱱᱛᱟᱲ ᱦᱚᱯᱚᱱ ᱟᱜ ᱢᱟᱹᱱ ᱠᱟᱱᱟ,Lakchar hor te chalag ge Santal hopon aak man kana – Going on the cultural path is the honor of the Santal people.,,,Pride,Working Together,Leadership,Solve a problem,"Olitun stands with hands on hips, looking out over the village from a scenic hill, representing leadership. Show only the speaking character, never show both speakers in the same frame.","Standing proud and tall, head high, shoulders back, holding cultural artifacts or projects.","Olitun celebrating cultural identity, heritage, and personal achievements."
lesson_sentences_folk_3,Cultural Proverbs & Wisdom III,cat_sentences_1778594024495,1,text,ᱟᱹᱨᱤ ᱥᱟᱹᱨᱤ ᱛᱮ ᱡᱤᱣᱤ ᱠᱷᱟᱸᱰᱟᱣ ᱜᱮ ᱫᱷᱚᱨᱚᱢ ᱠᱟᱱᱟ,Ari sari te jiwi khandaw ge dhorom kana – Living life with pure traditions is righteousness.,,,Pride,Exploring Nature,Leadership,Teach others,"a young Santhal child classmate pointing toward a balanced, hand-carved wooden scale, indicating fairness and justice. Show only the speaking character, never show both speakers in the same frame.","Standing proud and tall, head high, shoulders back, holding cultural artifacts or projects.","a young Santhal child classmate celebrating cultural identity, heritage, and personal achievements."
lesson_sentences_folk_3,Cultural Proverbs & Wisdom III,cat_sentences_1778594024495,2,text,"ᱥᱟᱶᱦᱮᱫ ᱡᱤᱣᱤ ᱠᱟᱱᱟ, ᱚᱱᱟᱛᱮ ᱥᱟᱱᱛᱟᱲᱤ ᱥᱟᱶᱦᱮᱫ ᱫᱚ ᱵᱟᱧᱪᱟᱣ ᱫᱚᱦᱚᱭ ᱢᱮ","Sawhet jiwi kana, onate Santali sawhet do bancaw dohoy me – Literature is the soul, therefore preserve Santali literature.",,,Gratitude,Dreaming Big,Problem Solving,Create something useful,"Olitun sits in a circle with friends around a small fire, gesturing warmly while sharing a traditional story. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_folk_3,Cultural Proverbs & Wisdom III,cat_sentences_1778594024495,3,text,ᱥᱤᱨᱡᱚᱱ ᱫᱷᱚᱨᱚᱢ ᱞᱮᱠᱟᱛᱮ ᱫᱟᱨᱮ ᱟᱨ ᱡᱟᱱᱣᱟᱨ ᱠᱚ ᱫᱩᱞᱟᱹᱲ ᱠᱚ ᱢᱮ,"Sirjon dhorom lekate dare ar janwar ko dular ko me – According to the religion of nature, love the trees and animals.",,,Pride,Working Together,Leadership,Solve a problem,"a young Santhal child classmate planting a young green seedling in rich soil, showing care and responsibility for nature. Show only the speaking character, never show both speakers in the same frame.","Standing proud and tall, head high, shoulders back, holding cultural artifacts or projects.","a young Santhal child classmate celebrating cultural identity, heritage, and personal achievements."
lesson_sentences_folk_3,Cultural Proverbs & Wisdom III,cat_sentences_1778594024495,4,text,"ᱫᱤᱥᱚᱢ ᱫᱟᱲᱮ ᱜᱮ ᱟᱵᱚᱣᱟᱜ ᱢᱟᱨᱟᱝ ᱫᱟᱲᱮ ᱠᱟᱱᱟ, ᱚᱱᱟ ᱫᱚ ᱢᱟᱱᱟᱣ ᱢᱮ","Disom dare ge abowaak marang dare kana, ona do manaw me – The power of the land is our great strength; respect it.",,,Achievement,Exploring Nature,Creativity,Teach others,"Olitun stands with hands on hips, looking out over the village from a scenic hill, representing leadership. Show only the speaking character, never show both speakers in the same frame.","Cheerful smile, hands raised in a small celebration or showing a finished project.","Olitun enjoying the reward of dedication, effort, and hard work."
lesson_sentences_folk_3,Cultural Proverbs & Wisdom III,cat_sentences_1778594024495,5,text,ᱥᱟᱹᱜᱩᱱ ᱧᱩᱛᱩᱢ ᱛᱮ ᱟᱢᱟᱜ ᱟᱹᱛᱩ ᱨᱮᱭᱟᱜ ᱧᱩᱛᱩᱢ ᱡᱩᱞᱩᱜ ᱢᱮ,Sagun nyutum te amaak atu reyag nyutum julug me – Let the name of your village shine with your good name.,,,Gratitude,Dreaming Big,Problem Solving,Create something useful,"a young Santhal child classmate gestures toward a village map drawn on a board, explaining a plan to classmates with confidence. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",a young Santhal child classmate acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_folk_3,Cultural Proverbs & Wisdom III,cat_sentences_1778594024495,6,text,"ᱢᱟᱹᱱᱢᱤ ᱫᱷᱚᱨᱚᱢ ᱜᱮ ᱥᱟᱱᱟᱢ ᱠᱷᱚᱱ ᱢᱟᱨᱟᱝ ᱫᱷᱚᱨᱚᱢ ᱠᱟᱱᱟ, ᱦᱚᱲ ᱥᱮᱵᱟ ᱢᱮ","Manmi dhorom ge sanam khon marang dhorom kana, hor seba me – Humanity is the greatest religion of all; serve the people.",,,Pride,Working Together,Leadership,Solve a problem,"Olitun sits in a circle with friends around a small fire, gesturing warmly while sharing a traditional story. Show only the speaking character, never show both speakers in the same frame.","Standing proud and tall, head high, shoulders back, holding cultural artifacts or projects.","Olitun celebrating cultural identity, heritage, and personal achievements."
lesson_sentences_folk_3,Cultural Proverbs & Wisdom III,cat_sentences_1778594024495,7,text,ᱟᱢᱟᱜ ᱥᱤᱵᱤᱞ ᱨᱚᱲ ᱛᱮ ᱟᱹᱛᱩ ᱨᱤᱱ ᱥᱟᱱᱟᱢ ᱦᱚᱲ ᱢᱚᱱᱮ ᱡᱤᱛᱠᱟᱹᱨ ᱢᱮ,Amaak sibil ror te atu rin sanam hor mone jitkar me – Win the hearts of all villagers with your sweet words.,,,Achievement,Exploring Nature,Creativity,Teach others,"a young Santhal child classmate stands proudly at a crossroads in the village, pointing toward a path of opportunity. Show only the speaking character, never show both speakers in the same frame.","Cheerful smile, hands raised in a small celebration or showing a finished project.","a young Santhal child classmate enjoying the reward of dedication, effort, and hard work."
lesson_sentences_folk_3,Cultural Proverbs & Wisdom III,cat_sentences_1778594024495,8,text,"ᱥᱟᱹᱨᱤ ᱢᱚᱱᱮ ᱛᱮ ᱠᱟᱹᱢᱤ ᱞᱮᱠᱷᱟᱱ, ᱥᱟᱱᱟᱢ ᱠᱟᱹᱢᱤ ᱜᱮ ᱥᱟᱹᱜᱩᱱ ᱦᱩᱭᱩᱜᱼᱟ","Sari mone te kami lekhan, sanam kami ge sagun huyuga – If worked with an honest heart, all work will be successful.",,,Gratitude,Dreaming Big,Problem Solving,Create something useful,"Olitun looking forward toward a modern skyline in the distance, eyes filled with determination and hope. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_folk_3,Cultural Proverbs & Wisdom III,cat_sentences_1778594024495,9,text,ᱛᱮᱦᱮᱧ ᱫᱚ ᱟᱞᱮ ᱚᱲᱟᱜ ᱨᱮ ᱟᱹᱰᱤ ᱱᱟᱯᱟᱭ ᱥᱤᱵᱤᱞ ᱡᱚᱢ ᱞᱮ ᱵᱮᱱᱟᱣ ᱟᱠᱟᱫᱟ,Tehenj do ale orag re adi napay sibil jom le benaw akada – Today we have made very delicious food in our home.,,,Pride,Working Together,Leadership,Solve a problem,"a young Santhal child classmate gestures toward a village map drawn on a board, explaining a plan to classmates with confidence. Show only the speaking character, never show both speakers in the same frame.","Standing proud and tall, head high, shoulders back, holding cultural artifacts or projects.","a young Santhal child classmate celebrating cultural identity, heritage, and personal achievements."
lesson_sentences_folk_3,Cultural Proverbs & Wisdom III,cat_sentences_1778594024495,10,text,ᱟᱢᱟᱜ ᱜᱟᱛᱮ ᱠᱩᱲᱤ ᱫᱚ ᱤᱛᱩᱱ ᱟᱥᱲᱟ ᱨᱮ ᱟᱹᱰᱤ ᱱᱟᱯᱟᱭ ᱮ ᱯᱟᱲᱦᱟᱜ ᱠᱟᱱᱟ,Amaak gate kuri do itun asra re adi napay e parhaag kana – Your female friend is studying very well in school.,,,Achievement,Exploring Nature,Creativity,Teach others,"Olitun excitedly discovering knowledge inside a large, open picture book that glows with colorful patterns. Show only the speaking character, never show both speakers in the same frame.","Cheerful smile, hands raised in a small celebration or showing a finished project.","Olitun enjoying the reward of dedication, effort, and hard work."
lesson_sentences_folk_3,Cultural Proverbs & Wisdom III,cat_sentences_1778594024495,11,text,ᱟᱞᱮ ᱟᱹᱛᱩ ᱨᱮ ᱫᱚ ᱫᱤᱱᱟᱹᱢ ᱠᱟᱹᱢᱤ ᱠᱟᱛᱮ ᱦᱚᱲ ᱠᱚ ᱨᱟᱹᱥᱠᱟᱹ ᱛᱮ ᱠᱚ ᱛᱟᱦᱮᱸᱱᱟ,"Ale atu re do dinam kami kate hor ko raska te ko tahena – In our village, people live with joy by doing daily chores.",,,Gratitude,Dreaming Big,Problem Solving,Create something useful,"a young Santhal child classmate stands proudly at a crossroads in the village, pointing toward a path of opportunity. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",a young Santhal child classmate acknowledging and appreciating the kindness and efforts of others.
lesson_sentences_folk_3,Cultural Proverbs & Wisdom III,cat_sentences_1778594024495,12,text,ᱥᱟᱹᱜᱩᱱ ᱫᱤᱱ ᱨᱮ ᱟᱢ ᱥᱟᱶ ᱧᱟᱯᱟᱢ ᱠᱟᱛᱮ ᱤᱧ ᱟᱹᱰᱤᱧ ᱨᱟᱹᱥᱠᱟᱹ ᱮᱱᱟ,Sagun din re am saw njapam kate in adinj raska ena – I became very happy to meet you on this auspicious day.,,,Pride,Working Together,Leadership,Solve a problem,"a young Santhal child classmate stands with hands on hips, looking out over the village from a scenic hill, representing leadership. Show only the speaking character, never show both speakers in the same frame.","Standing proud and tall, head high, shoulders back, holding cultural artifacts or projects.","a young Santhal child classmate celebrating cultural identity, heritage, and personal achievements."
lesson_sentences_folk_3,Cultural Proverbs & Wisdom III,cat_sentences_1778594024495,13,text,ᱟᱢᱟᱜ ᱢᱚᱱᱮ ᱨᱟᱲᱟ ᱠᱟᱛᱮ ᱥᱟᱱᱟᱢ ᱫᱩᱠᱷ ᱫᱚ ᱦᱤᱲᱤᱧ ᱠᱟᱜ ᱢᱮ,"Amaak mone rara kate sanam dukh do hirinj kag me – Relieving your heart, forget all the sorrows.",,,Achievement,Exploring Nature,Creativity,Teach others,"a young Santhal child classmate gestures toward a village map drawn on a board, explaining a plan to classmates with confidence. Show only the speaking character, never show both speakers in the same frame.","Cheerful smile, hands raised in a small celebration or showing a finished project.","a young Santhal child classmate enjoying the reward of dedication, effort, and hard work."
lesson_sentences_folk_3,Cultural Proverbs & Wisdom III,cat_sentences_1778594024495,14,text,ᱥᱤᱵᱤᱞ ᱥᱟᱹᱜᱟᱹᱭ ᱜᱮ ᱟᱵᱚ ᱥᱟᱱᱟᱢ ᱦᱚᱲ ᱡᱩᱢᱤᱫᱽ ᱫᱚᱦᱚ ᱟᱵᱚᱣᱟ,Sibil sagay ge abo sanam hor jumid doho abowa – Affectionate bonding keeps all of us united.,,,Gratitude,Dreaming Big,Problem Solving,Create something useful,"Olitun sits in a circle with friends around a small fire, gesturing warmly while sharing a traditional story. Show only the speaking character, never show both speakers in the same frame.","Slightly bowed head, hands held together or offering a token of appreciation, warm smile.",Olitun acknowledging and appreciating the kindness and efforts of others.
